pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,pixel_65,pixel_66,pixel_67,pixel_68,pixel_69,pixel_70,pixel_71,label
0.75365525,0.7335274,0.60676533,0.8380052,1.0,1.0,0.96466786,0.51824623,0.8812124,0.48622826,0.5492389,1.0,1.0,1.0,0.34044057,0.04271894,1.0,0.0,1.0,1.0,1.0,0.1820433,1.0,1.0,1.0,1.0,1.0,0.10250115,0.831342,1.0,0.99025697,0.8150818,1.0,0.0,0.0,0.80565023,1.0,1.0,1.0,0.0,1.0,0.9704037,1.0,1.0,1.0,1.0,1.0,1.0,0.70677793,0.798625,0.7519401,0.64146763,0.99579,0.7283282,1.0,1.0,1.0,0.5236587,0.8329974,1.0,0.9513113,1.0,0.5581252,0.0,1.0,1.0,0.8738275,1.0,0.95716035,1.0,1.0,1.0,1
1.0,0.6564852,0.5356107,0.9636812,0.9891525,1.0,0.7893958,0.7394818,0.3744189,1.0,1.0,1.0,1.0,1.0,0.32081047,0.8085383,1.0,1.0,0.8756882,0.0,0.23506138,0.71302664,1.0,0.5874431,1.0,0.85843617,0.09297413,0.40975958,1.0,1.0,0.0,0.75012124,0.03247755,1.0,0.86794484,1.0,0.7191258,0.96655387,0.018117439,1.0,1.0,0.8955343,1.0,1.0,0.19691241,0.9428263,1.0,1.0,0.9924941,0.7281941,1.0,1.0,0.88924396,1.0,0.8867626,0.8751853,0.0,1.0,1.0,1.0,1.0,0.9899744,0.03330697,0.9592496,1.0,0.9915907,0.5892068,1.0,0.056918614,1.0,0.99483865,1.0,1
0.97089195,1.0,0.6136223,1.0,1.0,1.0,0.91136986,1.0,1.0,0.8683504,0.9926926,0.62981737,0.7231778,0.85158116,1.0,0.2031722,0.98555493,1.0,0.56743294,0.5840741,0.0,0.26290864,1.0,1.0,1.0,1.0,0.64133096,0.108083144,1.0,1.0,0.86599636,0.84734404,0.9715413,0.0,0.93187505,1.0,1.0,1.0,0.74306405,0.2069623,0.6724609,1.0,0.6277971,1.0,0.90734327,0.0,0.7460855,1.0,1.0,1.0,1.0,0.0,1.0,0.8473156,0.90004605,1.0,1.0,0.3302339,1.0,1.0,0.9278504,0.75835294,1.0,0.0,0.3375575,0.893752,1.0,1.0,0.9488834,0.0,1.0,0.9643995,1
0.8071178,1.0,1.0,1.0,0.17665958,1.0,1.0,1.0,1.0,0.25228074,1.0,1.0,0.4444841,1.0,0.0,0.0,0.900618,1.0,0.0,0.615324,0.709014,0.0,0.9711128,0.82355434,1.0,1.0,0.7980114,0.0,1.0,1.0,1.0,0.39674813,0.95536643,0.33294874,0.7821194,1.0,1.0,1.0,1.0,0.16157243,0.5034945,1.0,0.8392195,0.0,1.0,0.0,0.6437837,1.0,1.0,1.0,0.5551083,0.0,1.0,1.0,1.0,0.03560394,1.0,0.0,1.0,1.0,0.89803845,1.0,1.0,0.0,0.8297863,1.0,0.0,0.64651287,1.0,1.0,1.0,0.0,1
1.0,0.4186402,1.0,1.0,0.38000262,0.2994172,1.0,1.0,0.96830124,0.67071515,1.0,1.0,1.0,1.0,0.13082121,1.0,0.9866185,0.94676566,0.8361423,0.0,0.04450085,1.0,1.0,1.0,1.0,0.70940185,0.0,0.9710109,1.0,0.46780556,1.0,0.52639484,0.0,0.7387904,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.92299664,0.8769211,1.0,0.19679086,1.0,0.9164878,1.0,1.0,0.72959083,0.0,0.6545564,0.5586876,0.89183897,1.0,1.0,0.0,0.65573865,0.80851674,0.61199,0.58498704,0.0,0.03978624,0.8520829,1.0,1.0,0.87712634,1.0,0.66690075,0.9935908,0.68487835,1.0,1
1.0,1.0,1.0,1.0,0.63761985,0.8813295,1.0,0.79885936,1.0,0.050638802,0.69558644,1.0,1.0,1.0,0.22344345,0.124288924,1.0,1.0,1.0,0.8755098,1.0,0.0,0.63364714,0.4144678,1.0,1.0,1.0,0.0,1.0,0.9295964,1.0,1.0,1.0,0.039511546,0.5715222,1.0,1.0,0.88832986,1.0,0.04052453,1.0,1.0,1.0,1.0,0.61199415,0.24933888,0.65828466,0.9336604,0.8582555,0.7348274,0.64858437,0.49325866,1.0,1.0,1.0,1.0,0.7586099,0.041988537,1.0,1.0,0.7007981,1.0,1.0,0.35445818,0.6913432,1.0,1.0,0.753808,1.0,1.0,1.0,0.81841946,1
1.0,0.99454004,1.0,0.9835539,0.67938244,0.95443684,1.0,1.0,1.0,1.0,1.0,0.7400931,0.95427954,1.0,1.0,0.49351543,0.9581146,1.0,1.0,1.0,0.42844683,0.0,0.89789677,0.326836,1.0,1.0,1.0,0.22083046,0.7646899,0.96993834,1.0,1.0,0.44517553,0.15382053,0.95953614,0.8146703,0.560182,0.94236016,1.0,0.0,0.9259651,1.0,0.7153641,0.79134756,0.83381003,0.0,1.0,1.0,1.0,0.957359,0.6412614,0.0,1.0,1.0,1.0,1.0,0.9376355,0.0,1.0,0.99120605,1.0,1.0,1.0,0.19448368,1.0,0.94158006,0.6856532,0.7773069,1.0,0.0,1.0,0.73019344,1
0.62878585,1.0,0.0,1.0,0.8554496,1.0,1.0,1.0,1.0,0.57869625,1.0,1.0,0.9086039,0.7183155,1.0,1.0,0.0,1.0,0.96088386,0.6360144,0.84548557,0.24892318,0.45331338,0.6603469,1.0,0.23769456,1.0,1.0,0.6762141,0.8012753,1.0,0.6360216,1.0,0.98545563,0.01165374,1.0,1.0,1.0,0.9882472,0.9445083,0.5570724,1.0,1.0,1.0,1.0,0.7917986,0.15833828,1.0,0.5242981,0.27475184,1.0,0.9883216,0.0,0.0,0.7061982,1.0,1.0,1.0,0.0,0.9138199,0.0,0.8808498,1.0,0.9227448,0.0,0.93652844,1.0,1.0,0.33627737,1.0,0.9960118,0.95984554,1
1.0,0.7643319,1.0,0.19777066,0.46503,0.678668,0.8920092,0.49327308,0.44378027,0.21094611,0.7227371,0.9856072,1.0,1.0,0.81175417,0.17346428,1.0,0.53877723,1.0,0.7660732,0.91738784,0.0,0.80146813,0.69909847,0.7576581,0.93914795,0.5327913,0.5345657,1.0,1.0,0.82493126,1.0,0.16569632,0.22345246,0.7937318,1.0,1.0,0.3852784,1.0,0.0,1.0,1.0,0.96148676,1.0,0.32714736,0.31841564,1.0,1.0,0.48105347,0.8564366,1.0,0.0,0.9493388,1.0,0.89927506,1.0,0.7808422,0.0,0.71379757,0.82692,0.8369214,0.83337235,0.88403344,1.0,1.0,1.0,0.26209432,1.0,0.9296588,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,0.3863753,1.0,1.0,0.8471284,0.8682568,0.0,0.88373923,0.843951,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9887671,0.9455958,0.0,0.6652812,0.6408006,1.0,0.23600513,0.91420376,0.07790413,1.0,0.91010344,1.0,0.98416406,0.8372315,0.15778022,0.9086776,1.0,1.0,0.9639704,0.73068213,0.0,0.5446394,1.0,0.85257035,0.83958703,1.0,0.0,0.9235801,1.0,0.892956,0.47044146,1.0,0.70767343,1.0,0.5985229,0.9308154,1.0,1.0,1.0,1.0,0.97900885,1.0,0.8149535,1.0,0.0,1.0,1.0,0.6807194,1.0,0.73370194,0.41573858,1.0,1.0,1
1.0,0.5489402,1.0,1.0,0.5925244,0.9343289,0.9588319,1.0,1.0,1.0,0.5682062,0.88649315,0.55208087,0.80238116,0.0,0.7932482,0.030454254,1.0,1.0,1.0,0.8550745,0.0,0.014204156,1.0,0.95483625,0.0,1.0,1.0,0.0,1.0,0.6747203,1.0,0.0,1.0,0.0,1.0,0.87258714,1.0,1.0,1.0,0.0,1.0,0.8784462,1.0,1.0,0.70789754,0.09014549,0.8483261,0.54806185,0.80275035,0.2735557,1.0,0.39482003,0.80165976,0.36306655,0.0,1.0,0.5521354,0.02858033,0.71534824,1.0,0.94405675,0.3897491,0.8921151,0.0,1.0,1.0,0.83449423,0.9559073,1.0,0.0,0.0,1
1.0,0.8285077,1.0,0.58082634,0.6920338,0.9075427,0.6890045,0.64306563,0.0466616,1.0,1.0,1.0,0.0,1.0,0.8533822,1.0,1.0,1.0,0.9623985,0.90244126,0.96979225,0.0,1.0,0.7232989,1.0,1.0,0.7079303,0.56394386,0.76301515,0.98954487,0.9571507,0.26143423,1.0,0.7825025,0.88310844,0.6655394,0.0,1.0,1.0,0.9539312,0.65830415,0.12683499,0.17175654,0.46729475,1.0,0.7747004,0.56275344,1.0,0.0,0.65438205,1.0,1.0,0.84837985,1.0,0.0,0.6596698,1.0,0.12687145,1.0,0.9791782,1.0,0.17622846,0.31392795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61808383,1.0,2
1.0,1.0,0.0,0.0,1.0,0.78649426,0.7397164,0.023970272,0.0,1.0,1.0,0.7631078,0.70411927,1.0,0.77202475,0.3785173,0.8297017,1.0,0.81508225,0.8794461,1.0,0.0,1.0,0.9552427,1.0,1.0,0.029251618,0.65337014,0.7258472,0.9213128,1.0,0.0,1.0,1.0,0.95076954,1.0,0.0,0.363284,1.0,1.0,1.0,0.66308796,0.0,0.6514944,0.94748724,1.0,1.0,0.96640444,0.0,1.0,0.94897985,0.9805622,1.0,0.72864795,0.23335488,0.83078736,0.71677715,0.0,0.9871293,1.0,0.7488369,0.31070498,0.14561424,0.93682295,1.0,0.48844737,1.0,1.0,0.7190523,0.5754653,0.9396546,0.05408895,2
0.8413967,0.8395815,1.0,1.0,1.0,0.74458677,0.7855809,1.0,0.7924105,1.0,0.0,0.79456884,0.85724694,0.782466,0.7692716,0.0,0.0,1.0,0.948851,0.7781242,0.54089355,1.0,1.0,0.06284138,0.8638663,0.5437798,1.0,0.7901397,0.84929353,0.10691421,1.0,0.5992602,1.0,1.0,0.48121595,1.0,1.0,0.7179624,0.9443837,0.18641238,0.94331557,1.0,1.0,1.0,0.0,0.8465017,0.79114044,0.98185927,1.0,1.0,0.0,0.9467365,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.13019674,1.0,0.9523077,0.0,1.0,1.0,1.0,0.18579821,0.0,0.9509003,2
1.0,1.0,0.7264427,1.0,1.0,0.7154999,1.0,0.78314304,0.0,0.0,0.0,0.6390383,1.0,0.0,1.0,0.6288971,0.0,0.8893378,0.94198143,1.0,0.5334151,1.0,0.0,0.81919485,0.7240591,0.8798062,0.94605047,0.46421358,0.9959531,1.0,0.9349373,1.0,0.3109616,1.0,0.5200261,0.8633431,0.0,0.6303629,1.0,1.0,1.0,1.0,0.57013613,0.07467654,1.0,0.65392923,1.0,1.0,1.0,0.0,1.0,0.99325866,0.9659507,1.0,1.0,0.0,0.80718005,0.0,0.13957432,1.0,1.0,0.82691795,0.0,0.0,1.0,1.0,0.629143,0.98710316,0.77521765,1.0,0.21068919,1.0,2
0.67852813,0.97784084,0.40895993,0.0,0.3902641,1.0,1.0,0.7930349,0.0,1.0,1.0,0.0,1.0,0.7558394,1.0,0.4980278,0.94318306,0.2626472,0.0,1.0,1.0,0.7793388,0.0,0.93193734,0.67903835,0.6066643,0.9289141,0.19407631,1.0,0.6131877,1.0,1.0,0.042940035,1.0,0.59719586,0.8109044,1.0,1.0,0.0,1.0,1.0,1.0,0.8822801,1.0,0.24165729,1.0,0.55331075,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7256285,1.0,0.6848887,0.0,0.8314121,0.68181133,0.8098719,1.0,1.0,1.0,1.0,0.69378936,0.4293657,1.0,1.0,1.0,0.0,2
0.77429724,1.0,1.0,0.45685518,1.0,0.72213066,0.7858782,1.0,0.13730174,1.0,1.0,1.0,0.9343489,0.36441484,0.47904652,0.84482443,0.35624784,0.9844887,1.0,1.0,1.0,0.50766176,0.0,0.0,1.0,0.70153165,1.0,0.120442614,0.7005851,1.0,0.8460459,1.0,0.06948312,1.0,0.98507094,1.0,0.0,0.34479368,0.97729903,1.0,0.99317354,0.90538746,1.0,0.0,1.0,1.0,1.0,0.97704744,0.65037847,0.3990884,0.9952277,1.0,0.70060855,1.0,0.65692425,0.05744628,1.0,0.5536634,0.1757158,0.7513049,0.7444518,0.62143624,0.0,0.13476162,0.6340044,1.0,0.6002158,1.0,0.8045392,1.0,0.68012536,0.7541865,2
0.80565333,0.6717415,0.8485546,0.60784,0.57449853,1.0,0.53466654,0.9939181,0.0,0.0,0.68584555,1.0,1.0,0.020519432,0.5842072,0.6576659,0.0,0.8021269,0.8938099,1.0,0.9565468,0.99846834,0.18224795,0.9921444,0.50395834,0.81557715,1.0,0.8506235,1.0,1.0,1.0,1.0,0.20266818,1.0,0.70669687,1.0,0.9678177,0.29571596,0.0,0.92965007,0.9542179,1.0,0.7744619,0.0,0.880178,0.5878444,0.94480354,0.67190653,0.48915744,0.16509143,1.0,1.0,1.0,0.67806995,0.8345131,0.0,0.68222463,0.9839499,0.0,1.0,1.0,1.0,0.0,0.29872775,0.9122091,0.9224426,1.0,0.97691876,0.9080831,1.0,0.75622725,0.7833976,2
1.0,1.0,1.0,0.7296984,1.0,0.823836,1.0,0.0,0.0,0.0,0.5681507,0.855311,0.63634264,0.0,0.7934754,0.6641491,0.30659097,0.8498066,0.9045233,1.0,1.0,1.0,0.33501747,1.0,1.0,0.9960581,1.0,0.151321,1.0,0.73370516,1.0,0.26056647,0.26410478,1.0,1.0,1.0,0.9597985,0.02983355,0.88817513,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.64596003,1.0,0.0,1.0,1.0,1.0,0.3449989,1.0,0.0,1.0,1.0,0.0,1.0,0.5599234,1.0,0.048993915,0.0,0.7716058,1.0,1.0,1.0,1.0,0.7751279,0.63518095,0.92659,2
0.89104575,0.87963724,1.0,0.9734839,0.46267802,0.7288693,0.0,1.0,0.0,0.0004261089,0.82648623,0.8366099,1.0,0.17253153,0.5568745,1.0,0.62068087,0.77014005,0.64467555,0.8343101,0.6916018,1.0,0.0,1.0,0.5667516,1.0,0.98213845,0.023809522,1.0,1.0,0.9443089,0.9772894,0.18265764,0.6732285,1.0,0.9169924,0.6362177,0.0,1.0,0.99883735,1.0,1.0,0.73451614,0.08073913,0.9848691,0.9461351,0.6444717,1.0,0.8279071,0.027710294,0.9119332,0.8075414,1.0,0.8818573,1.0,0.0,0.9795087,1.0,0.0,0.779106,1.0,0.51041204,0.059630513,0.0,0.8416137,1.0,0.8463277,1.0,0.85811293,1.0,1.0,1.0,2
1.0,1.0,1.0,1.0,1.0,1.0,0.7514108,1.0,0.0,0.08834111,0.9353945,0.9938555,1.0,0.0,0.92369753,1.0,1.0,0.7430383,0.97094715,1.0,1.0,1.0,0.09475576,0.8413136,0.9917492,1.0,0.9049084,0.0,0.9358386,0.8355535,0.9537183,0.9560241,0.0,1.0,0.9744829,0.77492344,1.0,0.039797843,1.0,0.0,1.0,0.7401279,1.0,1.0,1.0,1.0,0.89484346,0.89803624,1.0,0.17247848,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8810102,0.8599326,1.0,0.0,0.5340955,1.0,1.0,0.65628296,1.0,1.0,0.0,1.0,1.0,2
0.69191617,1.0,0.9056166,1.0,1.0,1.0,0.63162684,1.0,0.99069303,0.6002757,0.97451013,1.0,1.0,0.9567286,1.0,0.09209967,0.20779487,0.5543318,1.0,1.0,0.0,0.9533797,0.92665017,0.0,0.89137936,1.0,0.70709336,1.0,0.6449083,0.45240393,0.66491354,0.78332585,0.8789886,0.94496304,1.0,0.0,1.0,1.0,0.17780566,0.036544412,0.9514815,1.0,0.5643215,1.0,0.0,0.82642674,1.0,0.5969873,1.0,1.0,0.12747093,1.0,0.9270333,1.0,1.0,0.9051106,0.028192751,1.0,1.0,0.0,1.0,0.89021146,0.15403977,0.5296525,0.9985323,0.09895946,0.67840105,1.0,0.6209622,0.44687843,0.0,1.0,2
0.90641385,0.8523207,1.0,1.0,0.87452626,1.0,0.99799806,1.0,0.27865052,0.0,0.9694746,0.81091326,1.0,0.5070049,0.8092485,1.0,0.64952683,1.0,1.0,1.0,0.91635704,1.0,0.06675632,0.63808274,1.0,1.0,0.8379952,0.50524724,1.0,0.6611691,0.6157265,0.9733539,1.0,1.0,1.0,0.46536398,1.0,0.0,1.0,1.0,1.0,1.0,0.8073251,0.17497736,1.0,0.5922855,0.5668873,0.69001687,1.0,0.0,0.539727,1.0,1.0,1.0,1.0,0.0,0.9130804,1.0,0.0,0.37243158,0.0,0.7640383,0.44205794,0.0,1.0,1.0,0.6534138,0.32966077,0.9212679,0.8073206,0.9498819,1.0,2
0.8717102,1.0,1.0,0.82722616,0.9169472,0.79724914,1.0,0.9009814,0.34307975,0.060331505,1.0,1.0,0.7381602,0.0,0.8193704,1.0,0.0,0.0,0.766644,0.66479176,1.0,0.92892957,0.0,0.8137155,1.0,1.0,0.602332,0.13601501,1.0,0.8807319,0.80731726,1.0,0.0,0.5726588,0.7189512,1.0,0.9258733,0.0,1.0,1.0,0.6037753,1.0,0.9484605,0.0,1.0,0.6163815,0.74622995,0.7536763,1.0,0.39474863,1.0,1.0,0.9459239,1.0,1.0,0.0,0.62624526,1.0,0.0,1.0,1.0,0.32114786,0.0,0.20884816,1.0,1.0,0.71401554,0.7625004,1.0,0.9435809,1.0,0.61845696,2
1.0,0.7662055,0.0,1.0,0.25870818,0.7727511,1.0,1.0,0.6530498,0.0,0.0,1.0,0.84593064,1.0,0.029814094,1.0,1.0,0.0,1.0,1.0,0.83348745,1.0,0.9733056,0.18572496,0.9375273,1.0,0.9681778,0.0,0.0,1.0,1.0,0.99827,0.7507297,0.17323978,0.6036451,0.86850333,1.0,1.0,0.15123726,0.7596455,1.0,1.0,1.0,0.0,0.0,0.8557999,0.60860777,1.0,1.0,0.93388295,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99449015,1.0,0.08736897,0.8944431,1.0,1.0,0.0,0.0,1.0,1.0,0.83851886,1.0,0.8669286,0.856531,0.5359846,2
1.0,0.67634785,0.881996,0.90638465,1.0,1.0,1.0,0.55664754,0.107692204,0.0,0.74256134,0.90935075,1.0,0.0,1.0,1.0,0.0,1.0,0.46099836,1.0,1.0,0.930955,0.0,0.85774523,0.87329876,0.96383715,1.0,0.18843545,0.42610002,0.81103325,1.0,0.84737045,0.0,0.6975343,1.0,0.5564704,0.74311805,0.0,0.89395666,1.0,1.0,1.0,1.0,0.0,1.0,0.8827767,0.58657956,1.0,1.0,0.28053293,0.4523297,1.0,1.0,0.94903266,0.84305763,0.0,1.0,0.9734843,0.31245565,1.0,1.0,1.0,0.12768704,0.0,0.84711194,1.0,1.0,0.7411252,1.0,1.0,0.75584483,1.0,2
1.0,1.0,0.06439316,0.0,1.0,1.0,1.0,0.26321268,1.0,0.92677844,0.0,1.0,0.8679896,0.0,1.0,1.0,0.31228918,0.5961243,1.0,1.0,0.8784029,0.18524262,1.0,1.0,0.5444386,0.6261975,0.0063006533,0.4250732,0.0,1.0,1.0,0.0,0.94733876,1.0,0.8658936,1.0,1.0,0.0,1.0,1.0,0.78391606,1.0,1.0,0.045997124,1.0,1.0,0.87715954,1.0,1.0,0.28097463,1.0,1.0,0.0,0.6229092,1.0,0.94705075,0.22113192,0.0,0.71141964,0.91897887,1.0,1.0,1.0,0.7819448,0.8708346,0.72997427,1.0,0.7993521,1.0,1.0,0.94437575,0.76393783,2
1.0,1.0,1.0,1.0,0.86047,0.9191186,0.8311168,1.0,0.2705787,0.0008533742,1.0,1.0,0.9528209,0.0,0.58013666,1.0,0.12468076,0.0,0.34426528,0.944628,1.0,1.0,0.0,1.0,1.0,0.73562264,0.8044664,0.11002218,1.0,0.97259533,0.46154803,1.0,0.071889795,0.0,1.0,1.0,1.0,0.0,0.8169154,0.85853124,1.0,1.0,1.0,0.187427,1.0,0.37630445,0.9181802,0.82517076,0.6468717,0.14107902,0.0,1.0,0.9232968,1.0,0.36803883,0.14767587,1.0,1.0,0.0,1.0,0.64561194,0.9331631,0.024523074,0.0,0.4476065,1.0,1.0,0.9740299,0.80730295,1.0,1.0,1.0,2
0.88047314,1.0,1.0,1.0,1.0,0.8567569,0.73010164,1.0,1.0,1.0,1.0,0.79774404,0.0,0.0,0.033059973,0.80686283,0.8892663,0.0,0.12720303,1.0,0.7949579,1.0,0.0,1.0,1.0,0.78049654,0.9934081,0.0,1.0,0.68547684,0.95388764,0.0,0.022593241,0.9471642,0.615026,1.0,1.0,0.0,0.6309482,0.811592,1.0,0.92302006,0.0,1.0,0.48124266,0.9359845,0.8240614,1.0,0.0,0.8213301,0.98451006,1.0,1.0,1.0,0.08054591,1.0,0.68415874,0.6904939,1.0,1.0,0.6522409,1.0,0.84788996,0.0,1.0,1.0,1.0,0.0,0.018413594,0.8394255,1.0,1.0,2
0.8850668,1.0,0.0,1.0,0.72438157,1.0,0.8406948,0.92504364,0.7519981,1.0,1.0,0.72170365,1.0,1.0,1.0,0.0,0.0,0.68994474,1.0,1.0,0.0,0.73585284,1.0,0.0,0.6655107,0.63465726,1.0,1.0,1.0,0.0,1.0,1.0,0.41222113,0.0,0.0,0.276249,1.0,0.83574843,1.0,0.0,0.2605226,1.0,0.48230433,1.0,0.2578149,0.6042496,0.0,0.9495107,0.7723437,1.0,0.0,1.0,0.9399113,1.0,0.4707325,0.776554,0.14180791,1.0,1.0,1.0,1.0,1.0,0.0,0.6002555,0.8704879,0.3019616,1.0,0.89129007,1.0,0.3269786,0.26945442,1.0,2
0.7919753,1.0,1.0,1.0,0.9824749,0.8943146,1.0,0.005872829,0.0,1.0,0.83516836,0.13256043,0.0,1.0,1.0,0.0,0.94614035,1.0,0.94004834,0.9475307,1.0,0.37256792,1.0,0.781044,1.0,1.0,0.22830997,1.0,0.71946406,0.5857967,0.4071769,0.07999562,1.0,1.0,0.99388117,0.5536933,0.0,0.82380044,1.0,1.0,0.7227514,1.0,0.0,1.0,0.32435912,1.0,1.0,0.8991387,0.063907206,0.8571675,1.0,0.805346,0.969516,1.0,0.0,1.0,0.8277453,0.0,0.8494265,0.53098464,1.0,0.0,0.0,0.7827563,0.9564402,1.0,0.0,1.0,0.80519867,0.8838434,1.0,0.9335378,2
0.8427955,0.07391572,1.0,1.0,1.0,1.0,0.76048434,0.9571176,0.41535714,0.0,1.0,1.0,0.78645796,0.0,1.0,0.6997081,0.22275239,0.76383424,1.0,0.29604656,1.0,0.632159,0.030522926,0.8521431,1.0,0.6015266,0.40271598,0.014709511,1.0,1.0,0.21470219,1.0,0.2836679,1.0,1.0,1.0,1.0,0.31188184,0.0,0.7251458,1.0,1.0,0.9019031,0.0,1.0,1.0,1.0,1.0,0.36173505,0.030777927,0.88923645,1.0,1.0,0.4499691,1.0,0.0,1.0,0.88924855,0.0,1.0,0.9441568,0.8550077,0.02135314,0.014128347,0.8923609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
0.3782869,1.0,1.0,1.0,1.0,0.73501325,0.83680826,1.0,0.37054455,1.0,1.0,0.74910605,0.96594816,1.0,0.032791354,0.0,1.0,0.96082103,1.0,0.09673775,1.0,1.0,0.0,0.8842664,1.0,0.9111468,0.2279132,0.7925754,0.0,0.5186325,0.6438859,0.979341,0.39747912,0.0,1.0,0.79758334,1.0,0.81732404,0.22768226,1.0,1.0,0.62172437,0.7946006,0.275291,1.0,0.94175404,1.0,0.929265,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99161243,0.796677,1.0,0.66638005,0.8025631,0.2098334,0.99212736,1.0,0.0,1.0,0.5928037,0.80087316,0.0,0.0,0.92191017,0.7517595,2
0.88212276,0.85498756,0.82200724,1.0,0.0,0.78190243,0.8115468,0.8573369,0.0,0.37568286,1.0,1.0,0.0,0.0,1.0,0.94228816,0.0,0.9274096,1.0,1.0,1.0,1.0,0.12920412,1.0,0.58419085,1.0,0.995955,1.0,1.0,1.0,1.0,1.0,0.17382418,1.0,0.8389296,0.86234456,1.0,0.0,1.0,1.0,0.9642044,0.85627973,0.83863044,0.0,1.0,0.9336081,0.76117045,1.0,1.0,0.0,0.99618113,1.0,0.7890328,0.0,1.0,0.35715976,0.75567514,0.69412017,0.5349652,1.0,0.89279145,0.70607144,0.21915165,0.08420893,0.0,0.96978855,0.3575992,0.92573714,1.0,1.0,1.0,0.54592586,2
1.0,0.20759448,0.0,1.0,1.0,0.6473812,0.0,0.71562225,1.0,0.0,0.48629725,0.8910865,0.9160425,0.97512585,0.9167062,0.0,0.768574,1.0,1.0,0.94463956,0.0,1.0,0.9621376,1.0,0.44606322,0.0,1.0,0.88630986,1.0,1.0,0.40503177,1.0,1.0,1.0,1.0,1.0,0.3763215,1.0,1.0,1.0,1.0,0.7617787,0.25257176,1.0,0.97153395,1.0,0.56822777,1.0,0.0,1.0,0.84378356,0.0,0.8825613,0.7119489,1.0,0.0,0.18770784,0.8189539,1.0,1.0,1.0,0.44540846,1.0,0.7269074,1.0,1.0,0.6934155,0.96023184,1.0,0.6618454,1.0,1.0,2
1.0,0.8393527,1.0,0.6782009,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8208948,1.0,0.0,0.8834679,1.0,0.0,0.9966954,1.0,1.0,0.9963477,0.8338255,0.066636935,0.763042,0.9354508,0.96604055,1.0,0.32676813,0.8453036,1.0,1.0,0.5727595,0.0,1.0,1.0,0.92348796,0.8839665,1.0,0.8109528,1.0,0.8516278,0.9315228,0.45098543,0.0,0.9050375,0.8390716,0.6394156,1.0,1.0,0.15708038,1.0,1.0,1.0,1.0,0.8574301,0.0,1.0,1.0,0.59244615,0.8621555,1.0,0.6543411,0.09870473,0.28040367,0.8688649,1.0,1.0,0.8874608,1.0,0.45372224,1.0,0.5444369,2
0.8427593,0.9557129,0.96691406,1.0,1.0,1.0,1.0,0.823396,0.041165613,0.0,0.87728196,0.7522503,0.8740554,0.06182385,1.0,0.9885804,0.0,1.0,1.0,1.0,1.0,0.6007265,0.5543928,0.71715057,0.8296594,0.8928356,1.0,0.022527479,1.0,1.0,1.0,1.0,0.0318825,0.8535402,1.0,1.0,0.85634756,0.50340587,1.0,1.0,1.0,0.8319582,0.9674344,0.024572516,0.8193016,0.42942756,1.0,0.99790436,1.0,0.21641518,0.9737851,0.9447853,0.63992846,0.710273,0.93496656,0.08556139,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.96591604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
0.804168,1.0,1.0,1.0,0.79881144,0.0,1.0,0.6870153,1.0,0.8114555,0.7906192,0.87913275,0.79021406,0.0,0.28260395,0.8743254,0.46659106,1.0,0.0,0.95292133,0.7246702,0.0,1.0,0.9520809,1.0,1.0,0.926664,0.0,1.0,1.0,0.40287644,0.88018006,0.0,1.0,0.3914798,1.0,1.0,0.0,1.0,0.7324742,0.9698805,0.8834764,0.0,0.91453266,0.94767463,0.75019085,0.7232592,0.76837945,0.0,0.5651114,0.9648407,0.9939146,0.6758067,0.47170216,0.0,0.75612354,1.0,1.0,0.0,1.0,0.2649214,1.0,0.75708336,0.27923882,1.0,1.0,1.0,0.0,0.0,0.9350789,0.6738758,1.0,2
